번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
4628,전남,무안군,0,0,2,0,0,11456
4629,전남,무안군,0,0,2,0,0,124
4630,전남,담양군,0,0,2,0,0,3166
4631,전남,영암군,0,0,2,0,0,6426
4632,전남,영암군,0,0,2,0,0,14285
4633,전남,해남군,0,0,2,0,0,2748
4634,전남,해남군,0,0,2,0,0,2242
4635,전남,해남군,0,0,2,0,0,728
4636,전북,김제시,0,0,2,0,0,17436
4637,전남,여수시,0,0,2,0,0,19102
4638,전남,나주시,0,0,2,0,0,5035
4639,전북,군산시,0,3,0,0,0,9592
4640,전북,김제시,0,3,0,0,0,418
4641,전남,화순군,0,0,4,0,0,20245
4642,전북,전주시,0,0,4,0,0,16067
4643,전북,정읍시,0,0,4,0,0,8012
4644,제주,서귀포시,0,0,4,0,0,19779
4645,제주,제주시,0,0,4,0,0,17559
4646,제주,제주시,0,0,4,0,0,29100
4647,전북,무주군,0,0,4,0,0,9906
4648,전남,순천시,0,0,4,0,0,35678
4649,전북,전주시,0,0,4,0,0,14893
4650,전남,영암군,0,0,4,0,0,3515
4651,전남,순천시,0,0,4,0,0,2907
4652,경남,거제시,0,1,0,0,0,25860
4653,경남,거창군,0,1,0,0,0,8915
4654,경남,고성군,0,1,0,0,0,3681
4655,경남,고성군,0,0,2,0,0,5608
4656,경남,고성군,0,1,0,0,0,1973
4657,경남,김해시,0,1,0,0,0,17234
4658,경남,김해시,0,1,0,0,0,5788
4659,경남,김해시,0,0,2,0,0,43761
4660,경남,밀양시,0,0,2,0,0,16989
4661,경남,산청군,0,1,0,0,0,13520
4662,경남,산청군,0,0,2,0,0,2291
4663,경남,양산시,0,0,2,0,0,59611
4664,경남,의령군,0,1,0,0,0,1731
4665,경남,창녕군,0,1,0,0,0,5554
4666,경남,창녕군,0,1,0,0,0,9497
4667,경북,포항시,0,1,0,0,0,12008
4668,경남,창원시,0,0,2,0,0,30904
4669,경남,창원시,0,1,0,0,0,10687
4670,경남,하동군,0,1,0,0,0,11174
4671,경남,함안군,0,1,0,0,0,3348
4672,경남,합천군,0,1,0,0,0,966
4673,경북,경주시,0,1,0,0,0,3640
4674,경북,경주시,0,1,0,0,0,5958
4675,경북,구미시,0,1,0,0,0,29967
4676,경북,군위군,0,1,0,0,0,7744
4677,경남,진주시,0,1,0,0,0,10821
4678,경북,김천시,0,1,0,0,0,12334
4679,경북,성주군,0,1,0,0,0,6887
4680,경북,성주군,0,1,0,0,0,2980
4681,경북,성주군,0,1,0,0,0,739
4682,경북,영천시,0,1,0,0,0,27630
4683,경북,영덕군,0,1,0,0,0,249
4684,경북,포항시,0,1,0,0,0,16179
4685,경북,포항시,0,1,0,0,0,7006
4686,대구,달성군,0,1,0,0,0,30
4687,부산,기장군,0,0,2,0,0,19288
4688,부산,동래구,0,1,0,0,0,688
4689,부산,부산진구,0,0,2,0,0,34005
4690,부산,서구,0,1,0,0,0,13844
4691,울산,남구,0,1,0,0,0,8616
4692,울산,북구,0,1,0,0,0,13120
4693,충남,논산시,0,1,0,0,0,9640
4694,충남,논산시,0,1,0,0,0,8980
4695,충남,보령시,0,1,0,0,0,12293
4696,충남,서천군,0,1,0,0,0,6667
4697,경북,청송군,0,1,0,0,0,25
4698,충남,천안시,0,1,0,0,0,11795
4699,충남,천안시,0,0,2,0,0,66814
4700,충남,천안시,0,0,2,0,0,56096
4701,충남,태안군,0,1,0,0,0,205
4702,충북,영동군,0,1,0,0,0,8
4703,충북,청주시,0,1,0,0,0,11880
4704,충북,청주시,0,1,0,0,0,22739
4705,충남,논산시,0,1,0,0,0,11845
4706,경북,성주군,0,1,0,0,0,11718
4707,경남,거창군,0,0,2,0,0,1032
4708,경남,김해시,0,0,2,0,0,34945
4709,경남,통영시,0,0,2,0,0,18378
4710,경북,영주시,0,1,0,0,0,128
4711,경북,포항시,0,1,0,0,0,2419
4712,충북,청주시,0,1,0,0,0,3352
4713,충북,진천군,0,1,0,0,0,1878
4714,경북,구미시,0,0,4,0,0,17878
4715,충북,청주시,0,2,0,0,0,2199
4716,충북,청주시,0,2,0,0,0,2062
4717,충남,금산군,0,2,0,0,0,5760
4718,경남,창원시,0,2,0,0,0,2446
4719,경남,김해시,0,2,0,0,0,5982
4720,경남,창원시,0,0,2,0,0,13217
4721,경남,양산시,0,0,2,0,0,20673
4722,경북,경주시,0,0,2,0,0,6308
4723,경북,경주시,0,0,2,0,0,14111
4724,경북,고령군,0,0,2,0,0,13107
4725,경북,고령군,0,0,2,0,0,4475
4726,경북,구미시,0,0,2,0,0,1854
4727,경북,김천시,0,0,2,0,0,1065
4728,경북,문경시,0,0,2,0,0,32172
4729,경북,봉화군,0,0,2,0,0,3365
4730,경북,봉화군,0,0,2,0,0,19379
4731,경북,성주군,0,0,2,0,0,12740
4732,경북,영덕군,0,0,2,0,0,4467
4733,경북,울진군,0,0,2,0,0,14062
4734,경북,청송군,0,0,2,0,0,8551
4735,경북,칠곡군,0,0,2,0,0,21596
4736,경북,칠곡군,0,0,2,0,0,13248
4737,경북,포항시,0,0,2,0,0,17893
4738,경북,포항시,0,0,2,0,0,30573
4739,경북,포항시,0,0,2,0,0,26016
4740,대구,달성군,0,0,2,0,0,50690
4741,부산,기장군,0,0,2,0,0,21023
4742,부산,부산진구,0,0,2,0,0,46054
4743,울산,남구,0,0,2,0,0,11013
4744,울산,남구,0,0,2,0,0,17955
4745,울산,울주군,0,0,2,0,0,4075
4746,충남,계룡시,0,0,2,0,0,24306
4747,충남,공주시,0,0,2,0,0,17677
4748,충남,공주시,0,0,2,0,0,14317
4749,충남,보령시,0,0,2,0,0,1339
4750,충남,보령시,0,0,2,0,0,3939
4751,충남,부여군,0,0,2,0,0,9246
4752,충남,서산시,0,0,2,0,0,18731
4753,충남,서천군,0,0,2,0,0,9707
4754,충남,아산시,0,0,2,0,0,26606
4755,충남,아산시,0,0,2,0,0,26281
4756,충남,아산시,0,0,2,0,0,35949
4757,충남,아산시,0,0,2,0,0,2187
4758,충남,예산군,0,0,2,0,0,6969
4759,충남,예산군,0,0,2,0,0,11390
4760,충남,천안시,0,0,2,0,0,12485
4761,충남,태안군,0,0,2,0,0,10185
4762,충북,단양군,0,0,2,0,0,17431
4763,충북,보은군,0,0,2,0,0,7048
4764,충북,영동군,0,0,2,0,0,1766
4765,충북,영동군,0,0,2,0,0,9777
4766,충북,옥천군,0,0,2,0,0,308
4767,충북,옥천군,0,0,2,0,0,30870
4768,충북,옥천군,0,0,2,0,0,33177
4769,충북,음성군,0,0,2,0,0,6802
4770,충북,음성군,0,0,2,0,0,29009
4771,충북,제천시,0,0,2,0,0,33807
4772,충북,진천군,0,0,2,0,0,16609
4773,충북,진천군,0,0,2,0,0,208
4774,충북,진천군,0,0,2,0,0,11292
4775,충북,청주시,0,0,2,0,0,13671
4776,충북,청주시,0,0,2,0,0,26385
4777,충북,청주시,0,0,2,0,0,2798
4778,충북,청주시,0,0,2,0,0,20052
4779,충북,충주시,0,0,2,0,0,44567
4780,충북,충주시,0,0,2,0,0,11267
4781,충북,음성군,0,0,2,0,0,2898
4782,경북,안동시,0,0,2,0,0,13861
4783,경북,안동시,0,0,2,0,0,6204
4784,경북,안동시,0,0,2,0,0,3395
4785,경북,안동시,0,0,2,0,0,296
4786,경북,구미시,0,0,2,0,0,12949
4787,경북,예천군,0,0,2,0,0,9434
4788,충북,청주시,0,0,2,0,0,7336
4789,충남,예산군,0,0,2,0,0,15159
4790,경북,안동시,0,0,2,0,0,735
4791,경북,안동시,0,0,2,0,0,10267
4792,경북,안동시,0,0,2,0,0,3562
4793,경북,안동시,0,0,2,0,0,259
4794,경북,안동시,0,0,2,0,0,11478
4795,경북,청송군,0,0,2,0,0,10702
4796,충남,예산군,0,0,2,0,0,17060
4797,경북,청송군,0,0,2,0,0,5314
4798,경북,청송군,0,0,2,0,0,11590
4799,경북,봉화군,0,0,2,0,0,6265
4800,경북,봉화군,0,0,2,0,0,18658
4801,경북,영주시,0,0,2,0,0,17768
4802,경북,군위군,0,0,2,0,0,8204
4803,경남,창녕군,0,0,2,0,0,6500
4804,경남,진주시,0,0,2,0,0,32161
4805,경남,거창군,0,2,0,0,0,520
4806,울산,남구,0,0,2,0,0,16232
4807,울산,북구,0,0,2,0,0,8885
4808,경북,칠곡군,0,1,2,0,0,18762
4809,충남,보령시,0,1,2,0,0,9067
4810,경남,창원시,0,0,4,0,0,24609
4811,경북,구미시,0,0,4,0,0,17626
4812,대구,북구,0,0,4,0,0,104071
4813,대구,수성구,0,0,4,0,0,95110
4814,충남,보령시,0,0,4,0,0,9941
4815,부산,강서구,0,0,4,0,0,6004
4816,경북,김천시,0,0,4,0,0,27303
4817,부산,강서구,0,0,4,0,0,6585
4818,대구,달성군,0,0,8,0,0,62719
4819,충남,서산시,0,0,6,0,0,33359
4820,강원,춘천시,0,0,5,0,0,2741
4821,서울,송파구,0,0,5,0,0,21801
4822,대구,수성구,0,0,6,0,0,48641
4823,대구,동구,0,0,7,0,0,88331
4824,경남,창원시,0,0,5,0,0,6416
4825,경북,포항시,0,0,5,0,0,35842
4826,경북,포항시,0,0,7,0,0,75039
4827,경북,성주군,0,0,5,0,0,14280
4828,경기,고양시,0,0,5,0,0,35392
4829,강원,인제군,0,0,5,0,0,13483
4830,강원,춘천시,0,0,5,0,0,21537
4831,대구,동구,0,0,5,0,0,1272
4832,전북,진안군,0,0,6,0,0,2680
4833,전북,진안군,0,0,5,0,0,2898
4834,경남,김해시,0,0,5,0,0,23785
4835,서울,노원구,0,0,5,0,0,67948
4836,전남,여수시,0,0,5,0,0,20087
4837,경기,시흥시,0,0,5,0,0,13565
4838,충북,청주시,0,0,5,0,0,19036
4839,강원,춘천시,0,0,5,0,0,18734
4840,충남,서산시,0,0,4,0,0,14836
4841,경기,안성시,0,0,4,0,0,18425
4842,울산,북구,0,0,5,0,0,4127
4843,인천,서구,0,0,5,0,0,6044
4844,경기,고양시,0,0,5,0,0,1037
4845,경남,통영시,0,0,5,0,0,19028
4846,전남,여수시,0,0,4,0,0,10867
4847,광주,광산구,0,0,5,0,0,29116
4848,대구,동구,0,0,6,0,0,46293
4849,충남,서산시,0,0,5,0,0,12471
4850,경기,김포시,0,0,5,0,0,30003
4851,경기,포천시,0,0,5,0,0,13883
4852,경기,성남시,0,0,5,0,0,43534
4853,충남,당진시,0,0,4,0,0,2275
4854,충남,당진시,0,0,7,0,0,15431
4855,충북,충주시,0,0,5,0,0,13768
4856,충북,제천시,0,0,4,0,0,29322
4857,경북,구미시,0,0,5,0,0,30374
4858,경북,구미시,0,0,5,0,0,18274
4859,경기,용인시,0,0,4,0,0,2403
4860,경기,성남시,0,0,6,0,0,11743
4861,경남,창원시,0,0,4,0,0,155
4862,전북,전주시,0,0,4,0,0,6331
4863,전북,익산시,0,0,4,0,0,38817
4864,충남,보령시,0,0,7,0,0,4669
4865,강원,강릉시,0,0,5,0,0,15157
4866,전북,군산시,0,0,4,0,0,1573
4867,전북,군산시,0,0,4,0,0,2024
4868,강원,춘천시,0,0,5,0,0,5836
4869,강원,춘천시,0,0,5,0,0,398
4870,경북,영주시,0,0,4,0,0,2693
4871,충북,음성군,0,0,4,0,0,1358
4872,강원,춘천시,0,0,5,0,0,9843
4873,경북,김천시,0,0,4,0,0,10510
4874,경북,성주군,0,0,6,0,0,4414
4875,경기,고양시,0,0,10,0,0,60959
4876,충남,아산시,0,0,10,0,0,12402
