번호,광역지자체,시군구, 50키로와트 , 100키로와트 , 100키로와트듀얼 , 200키로와트듀얼 , 300키로와트이상 ,  사용량(키로와트시)  
4021,경남,거제시,0,1,0,0,0,27213
4022,경남,거제시,0,1,0,0,0,13377
4023,경남,거제시,0,1,0,0,0,24285
4024,경남,거창군,0,1,0,0,0,12288
4025,경남,거창군,0,1,0,0,0,7615
4026,경남,거창군,0,1,0,0,0,12837
4027,경남,고성군,0,1,0,0,0,32737
4028,경남,고성군,0,1,0,0,0,20869
4029,경남,김해시,0,1,0,0,0,21338
4030,경남,김해시,0,1,0,0,0,17731
4031,경남,밀양시,0,1,0,0,0,26123
4032,경남,사천시,0,1,0,0,0,26172
4033,경남,사천시,0,1,0,0,0,46829
4034,경남,사천시,0,1,0,0,0,50224
4035,경남,산청군,0,1,0,0,0,3443
4036,경남,양산시,0,1,0,0,0,12121
4037,경남,의령군,0,1,0,0,0,1895
4038,경남,진주시,0,1,0,0,0,21241
4039,경남,진주시,0,1,0,0,0,125122
4040,경남,진주시,0,1,0,0,0,64098
4041,경남,창녕군,0,1,0,0,0,33992
4042,경남,함안군,0,1,0,0,0,11401
4043,경남,함안군,0,1,0,0,0,20603
4044,경남,함안군,0,1,0,0,0,102056
4045,경남,함양군,0,1,0,0,0,3340
4046,경남,함양군,0,1,0,0,0,2005
4047,경남,함양군,0,1,0,0,0,28795
4048,경남,합천군,0,1,0,0,0,8958
4049,경남,함안군,0,1,0,0,0,14373
4050,경북,경산시,0,1,0,0,0,55080
4051,경북,경산시,0,1,0,0,0,59695
4052,경북,경산시,0,1,0,0,0,49101
4053,경북,경산시,0,1,0,0,0,85812
4054,경북,경산시,0,1,0,0,0,86181
4055,경북,경주시,0,1,0,0,0,42653
4056,경북,경주시,0,1,0,0,0,66908
4057,경북,경주시,0,1,0,0,0,37859
4058,경북,경주시,0,1,0,0,0,22438
4059,경북,경주시,0,1,0,0,0,21545
4060,경북,경주시,0,1,0,0,0,16131
4061,경북,고령군,0,1,0,0,0,13610
4062,경북,고령군,0,1,0,0,0,34242
4063,경북,고령군,0,1,0,0,0,22876
4064,경북,구미시,0,1,0,0,0,168202
4065,경북,군위군,0,1,0,0,0,3343
4066,경북,문경시,0,1,0,0,0,13285
4067,경북,상주시,0,1,0,0,0,143745
4068,경북,성주군,0,1,0,0,0,32015
4069,경북,성주군,0,1,0,0,0,42892
4070,경북,안동시,0,1,0,0,0,103723
4071,경북,안동시,0,1,0,0,0,108312
4072,경북,영덕군,0,1,0,0,0,26031
4073,경북,영덕군,0,1,0,0,0,21284
4074,경북,영주시,0,1,0,0,0,596
4075,경북,영천시,0,1,0,0,0,18604
4076,경북,영천시,0,1,0,0,0,32416
4077,경북,영천시,0,1,0,0,0,9593
4078,경북,영천시,0,1,0,0,0,87727
4079,경북,칠곡군,0,1,0,0,0,16860
4080,경북,칠곡군,0,1,0,0,0,100936
4081,경북,포항시,0,1,0,0,0,36029
4082,경북,경주시,0,1,0,0,0,43191
4083,경북,경주시,0,1,0,0,0,23085
4084,경북,구미시,0,1,0,0,0,20804
4085,경북,구미시,0,1,0,0,0,66610
4086,경북,구미시,0,1,0,0,0,43965
4087,경북,성주군,0,1,0,0,0,19140
4088,대구,북구,0,1,0,0,0,30392
4089,대구,북구,0,1,0,0,0,44482
4090,대구,북구,0,1,0,0,0,16035
4091,대구,북구,0,1,0,0,0,24648
4092,대구,서구,0,1,0,0,0,48072
4093,대구,남구,0,1,0,0,0,45720
4094,대구,달서구,0,1,0,0,0,59825
4095,대구,달성군,0,1,0,0,0,1635
4096,대구,동구,0,1,0,0,0,24186
4097,부산,북구,0,1,0,0,0,20595
4098,부산,북구,0,1,0,0,0,32673
4099,부산,사상구,0,1,0,0,0,14102
4100,부산,사하구,0,1,0,0,0,13630
4101,부산,부산진구,0,1,0,0,0,23089
4102,부산,강서구,0,1,0,0,0,39790
4103,부산,기장군,0,1,0,0,0,34915
4104,부산,기장군,0,1,0,0,0,8628
4105,부산,기장군,0,1,0,0,0,36234
4106,부산,기장군,0,1,0,0,0,33996
4107,부산,북구,0,1,0,0,0,31215
4108,울산,남구,0,1,0,0,0,17516
4109,울산,남구,0,1,0,0,0,20155
4110,울산,동구,0,1,0,0,0,17923
4111,울산,동구,0,1,0,0,0,6782
4112,울산,울주군,0,1,0,0,0,15142
4113,울산,울주군,0,1,0,0,0,21998
4114,울산,울주군,0,1,0,0,0,4605
4115,울산,남구,0,1,0,0,0,2530
4116,울산,중구,0,1,0,0,0,15481
4117,울산,중구,0,1,0,0,0,19655
4118,경북,문경시,0,2,0,0,0,61441
4119,충북,청주시,0,2,0,0,0,11172
4120,충북,청주시,0,2,0,0,0,35508
4121,경남,거창군,0,0,2,0,0,12720
4122,경남,고성군,0,0,2,0,0,11975
4123,경남,김해시,0,0,2,0,0,42185
4124,경남,남해군,0,0,2,0,0,6816
4125,경남,남해군,0,0,2,0,0,14588
4126,경남,남해군,0,0,2,0,0,15803
4127,경남,밀양시,0,0,2,0,0,25618
4128,경남,밀양시,0,0,2,0,0,7840
4129,경남,밀양시,0,0,2,0,0,11947
4130,경남,밀양시,0,0,2,0,0,11023
4131,경남,사천시,0,0,2,0,0,14086
4132,경남,양산시,0,0,2,0,0,43714
4133,경남,의령군,0,0,2,0,0,14222
4134,경남,진주시,0,0,2,0,0,29810
4135,경남,창원시,0,0,2,0,0,31600
4136,경남,함안군,0,0,2,0,0,8117
4137,경남,함안군,0,0,2,0,0,10491
4138,경북,안동시,0,0,2,0,0,25398
4139,경북,경주시,0,0,2,0,0,11999
4140,경북,경주시,0,0,2,0,0,6813
4141,경북,경주시,0,0,2,0,0,31988
4142,경북,고령군,0,0,2,0,0,4422
4143,경북,고령군,0,0,2,0,0,9204
4144,경북,고령군,0,0,2,0,0,21059
4145,경북,구미시,0,0,2,0,0,26237
4146,경북,군위군,0,0,2,0,0,80437
4147,경북,군위군,0,0,2,0,0,29502
4148,경북,김천시,0,0,2,0,0,8413
4149,경북,김천시,0,0,2,0,0,28904
4150,경북,봉화군,0,0,2,0,0,16801
4151,경북,상주시,0,0,2,0,0,4457
4152,경북,상주시,0,0,2,0,0,9312
4153,경북,영덕군,0,0,2,0,0,34195
4154,경북,예천군,0,0,2,0,0,54216
4155,경북,예천군,0,0,2,0,0,19484
4156,경북,예천군,0,0,2,0,0,5273
4157,경북,울진군,0,0,2,0,0,47589
4158,경북,울진군,0,0,2,0,0,9416
4159,경북,울진군,0,0,2,0,0,19312
4160,경북,의성군,0,0,2,0,0,34249
4161,경북,청송군,0,0,2,0,0,13528
4162,경북,포항시,0,0,2,0,0,17715
4163,경북,포항시,0,0,2,0,0,44403
4164,경북,포항시,0,0,2,0,0,32867
4165,경북,포항시,0,0,2,0,0,54608
4166,경북,경주시,0,0,2,0,0,21371
4167,경북,성주군,0,0,2,0,0,15715
4168,경북,군위군,0,0,2,0,0,107211
4169,경북,포항시,0,0,2,0,0,15193
4170,경북,포항시,0,0,2,0,0,81942
4171,대구,달서구,0,0,2,0,0,40018
4172,대구,달서구,0,0,2,0,0,21328
4173,대구,달성군,0,0,2,0,0,76331
4174,대구,달성군,0,0,2,0,0,71522
4175,대구,동구,0,0,2,0,0,6226
4176,대구,동구,0,0,2,0,0,46531
4177,대구,북구,0,0,2,0,0,34878
4178,대구,달성군,0,0,2,0,0,10492
4179,대구,달성군,0,0,2,0,0,1152
4180,대구,달성군,0,0,2,0,0,49652
4181,대구,북구,0,0,2,0,0,52842
4182,대구,달성군,0,0,2,0,0,74805
4183,부산,영도구,0,0,2,0,0,14586
4184,부산,기장군,0,0,2,0,0,47888
4185,부산,기장군,0,0,2,0,0,51139
4186,울산,남구,0,0,2,0,0,21677
4187,울산,동구,0,0,2,0,0,17839
4188,울산,북구,0,0,2,0,0,9879
4189,울산,북구,0,0,2,0,0,39461
4190,울산,중구,0,0,2,0,0,11125
4191,울산,중구,0,0,2,0,0,13891
4192,울산,중구,0,0,2,0,0,24973
4193,울산,중구,0,0,2,0,0,32154
4194,울산,남구,0,0,2,0,0,9270
4195,충북,단양군,0,0,2,0,0,9743
4196,충북,영동군,0,0,2,0,0,16590
4197,충북,영동군,0,0,2,0,0,5265
4198,충북,영동군,0,0,2,0,0,7785
4199,충북,옥천군,0,0,2,0,0,56142
4200,충북,진천군,0,0,2,0,0,24022
4201,충북,증평군,0,0,2,0,0,4302
4202,충북,청주시,0,0,2,0,0,62895
4203,충북,청주시,0,0,2,0,0,110948
4204,충북,청주시,0,0,2,0,0,45729
4205,충북,청주시,0,0,2,0,0,14944
4206,충북,청주시,0,0,2,0,0,76888
4207,충북,충주시,0,0,2,0,0,20184
4208,충북,충주시,0,0,2,0,0,41492
4209,경남,창녕군,0,1,2,0,0,22947
4210,경남,창원시,0,1,2,0,0,13735
4211,경남,하동군,0,1,2,0,0,6210
4212,경북,경주시,0,1,2,0,0,18643
4213,경북,구미시,0,1,2,0,0,105340
4214,부산,수영구,0,1,2,0,0,52735
4215,부산,기장군,0,1,2,0,0,19116
4216,울산,울주군,0,1,2,0,0,43630
4217,충북,영동군,0,1,2,0,0,35958
4218,충북,청주시,0,1,2,0,0,16818
4219,경북,문경시,0,0,4,0,0,27838
4220,경북,상주시,0,0,4,0,0,3528
4221,경북,포항시,0,0,4,0,0,15702
4222,경북,경주시,0,0,4,0,0,19643
4223,대구,북구,0,0,4,0,0,137319
4224,대구,달서구,0,0,4,0,0,99272
4225,경북,포항시,0,0,4,0,0,104592
4226,경북,포항시,0,0,4,0,0,45399
4227,충북,보은군,0,0,4,0,0,23289
4228,울산,울주군,0,1,0,0,0,86312
4229,충북,괴산군,0,1,0,0,0,115402
4230,충북,영동군,0,1,0,0,0,14743
4231,충북,옥천군,0,1,0,0,0,18440
4232,충북,옥천군,0,1,0,0,0,6150
4233,충북,옥천군,0,1,0,0,0,2354
4234,충북,진천군,0,1,0,0,0,33242
4235,충북,제천시,0,1,0,0,0,1286
4236,충북,증평군,0,1,0,0,0,20843
4237,충북,청주시,0,1,0,0,0,75600
4238,충북,청주시,0,1,0,0,0,89850
4239,충북,옥천군,0,1,0,0,0,4192
4240,충북,충주시,0,1,0,0,0,38882
4241,충북,충주시,0,1,0,0,0,12874
4242,충북,옥천군,0,1,0,0,0,6231
4243,충북,제천시,0,1,0,0,0,53665
4244,충북,옥천군,0,1,0,0,0,5695
4245,대전,동구,1,0,0,0,0,20034
4246,대전,동구,1,0,0,0,0,38273
4247,대전,동구,1,0,0,0,0,14790
4248,대전,서구,1,0,0,0,0,52115
4249,대전,서구,1,0,0,0,0,44372
4250,대전,서구,1,0,0,0,0,29173
4251,대전,서구,1,0,0,0,0,21649
4252,대전,서구,1,0,0,0,0,19663
4253,대전,서구,1,0,0,0,0,14570
4254,대전,대덕구,1,0,0,0,0,19793
4255,대전,유성구,1,0,0,0,0,24189
4256,대전,유성구,1,0,0,0,0,8248
4257,대전,유성구,1,0,0,0,0,3813
4258,대전,중구,1,0,0,0,0,14607
4259,대전,중구,1,0,0,0,0,7614
4260,대전,서구,1,0,0,0,0,21900
4261,대전,대덕구,1,0,0,0,0,4498
4262,대전,유성구,1,0,0,0,0,2085
4263,대전,유성구,1,0,0,0,0,16846
4264,대전,유성구,1,0,0,0,0,40000
4265,경기,화성시,2,0,0,0,0,26984
4266,경기,화성시,2,0,0,0,0,20268
4267,강원,양양군,1,0,0,0,0,22600
4268,강원,원주시,2,0,0,0,0,102464
4269,강원,원주시,1,0,0,0,0,20068
4270,강원,원주시,1,0,0,0,0,14765
4271,강원,원주시,1,0,0,0,0,36871
4272,강원,횡성군,1,0,0,0,0,19039
4273,전남,영암군,1,0,0,0,0,7716
4274,전남,영암군,1,0,0,0,0,2794
4275,전남,진도군,1,0,0,0,0,16582
4276,경북,고령군,1,0,0,0,0,14377
4277,경북,고령군,1,0,0,0,0,26014
4278,경북,영덕군,1,0,0,0,0,33422
4279,경북,영천시,2,0,0,0,0,35253
4280,경북,영천시,1,0,0,0,0,10259
4281,경북,의성군,1,0,0,0,0,17814
4282,경북,의성군,1,0,0,0,0,19469
4283,경북,포항시,1,0,0,0,0,27697
4284,경북,포항시,1,0,0,0,0,47367
4285,경북,포항시,1,0,0,0,0,34097
4286,경북,포항시,1,0,0,0,0,12258
4287,경남,사천시,1,0,0,0,0,45522
4288,경남,사천시,1,0,0,0,0,26289
4289,경남,창원시,1,0,0,0,0,28004
4290,경남,창원시,1,0,0,0,0,15015
4291,경남,창원시,1,0,0,0,0,5082
4292,경남,창원시,1,0,0,0,0,18277
4293,경남,창원시,1,0,0,0,0,9998
4294,인천,서구,1,0,0,0,0,35666
4295,광주,서구,1,0,0,0,0,23211
4296,광주,광산구,1,0,0,0,0,33052
4297,광주,남구,1,0,0,0,0,30820
4298,광주,동구,1,0,0,0,0,29013
4299,광주,동구,1,0,0,0,0,7080
4300,광주,동구,1,0,0,0,0,39674
4301,광주,광산구,1,0,0,0,0,43725
4302,광주,북구,1,0,0,0,0,8845
4303,광주,남구,1,0,0,0,0,12178
4304,광주,광산구,1,0,0,0,0,18191
4305,울산,남구,9,1,0,0,0,131132
4306,울산,울주군,2,0,0,0,0,15265
4307,울산,남구,0,1,0,0,0,21998
4308,울산,남구,1,0,0,0,0,16575
4309,울산,동구,0,1,0,0,0,14084
4310,울산,동구,1,0,0,0,0,11074
4311,울산,북구,1,0,0,0,0,14660
4312,울산,북구,1,0,0,0,0,13632
4313,울산,울주군,1,0,0,0,0,1551
4314,울산,울주군,1,0,0,0,0,9655
4315,전남,순천시,1,0,0,0,0,40799
4316,경남,하동군,1,0,0,0,0,11298
4317,경남,하동군,1,0,0,0,0,5661
4318,강원,강릉시,0,1,0,0,0,3565
4319,강원,강릉시,0,1,0,0,0,1942
4320,강원,고성군,0,1,0,0,0,610
4321,강원,고성군,0,1,0,0,0,653
4322,강원,고성군,0,1,0,0,0,872
4323,강원,고성군,0,1,0,0,0,1189
4324,강원,삼척시,0,1,0,0,0,3362
4325,강원,삼척시,0,1,0,0,0,1153
4326,강원,삼척시,0,1,0,0,0,1843
4327,강원,삼척시,0,1,0,0,0,1899
4328,강원,속초시,0,1,0,0,0,2574
4329,강원,양구군,0,1,0,0,0,512
4330,강원,영월군,0,1,0,0,0,3116
4331,강원,원주시,0,1,0,0,0,2220
4332,강원,원주시,0,1,0,0,0,3210
4333,강원,원주시,0,1,0,0,0,2082
4334,강원,원주시,0,1,0,0,0,3131
4335,강원,철원군,0,1,0,0,0,1064
4336,강원,춘천시,0,1,0,0,0,1762
4337,강원,춘천시,0,1,0,0,0,1537
4338,강원,춘천시,0,1,0,0,0,656
4339,강원,춘천시,0,1,0,0,0,316
4340,강원,춘천시,0,1,0,0,0,2526
4341,강원,춘천시,0,1,0,0,0,2015
4342,강원,춘천시,0,1,0,0,0,3096
4343,강원,평창군,0,1,0,0,0,2928
4344,강원,홍천군,0,1,0,0,0,1253
4345,강원,홍천군,0,1,0,0,0,1367
4346,경기,광명시,0,1,0,0,0,8894
4347,경기,광명시,0,1,0,0,0,33028
4348,경기,김포시,0,1,0,0,0,3501
4349,경기,부천시,0,1,0,0,0,5153
4350,경기,부천시,0,1,0,0,0,3529
4351,경기,안산시,0,1,0,0,0,2502
4352,경기,안산시,0,1,0,0,0,22890
4353,경기,안산시,0,1,0,0,0,7761
4354,경기,안산시,0,1,0,0,0,17082
4355,경기,안산시,0,1,0,0,0,11334
4356,경기,안산시,0,1,0,0,0,1790
4357,경기,안산시,0,1,0,0,0,931
4358,경기,안산시,0,1,0,0,0,6
4359,경기,안산시,0,1,0,0,0,2740
4360,경기,안산시,0,1,0,0,0,10600
4361,경기,안산시,0,1,0,0,0,2758
4362,경기,의정부시,0,1,0,0,0,5285
4363,경기,의정부시,0,1,0,0,0,1094
4364,경기,의정부시,0,1,0,0,0,6622
4365,경기,파주시,0,1,0,0,0,5169
4366,서울,서대문구,0,1,0,0,0,8
4367,서울,서대문구,0,1,0,0,0,11873
4368,서울,서초구,0,1,0,0,0,784
4369,서울,송파구,0,1,0,0,0,552
4370,서울,송파구,0,1,0,0,0,4981
4371,서울,양천구,0,1,0,0,0,2345
4372,서울,양천구,0,1,0,0,0,8272
4373,서울,양천구,0,1,0,0,0,7900
4374,서울,강남구,0,1,0,0,0,6155
4375,서울,양천구,0,1,0,0,0,31433
4376,서울,영등포구,0,1,0,0,0,515
4377,서울,영등포구,0,1,0,0,0,538
4378,인천,계양구,0,1,0,0,0,6696
4379,인천,중구,0,1,0,0,0,381
4380,인천,중구,0,1,0,0,0,308
4381,서울,마포구,0,1,0,0,0,33366
4382,강원,화천군,0,1,0,0,0,2614
4383,서울,강남구,0,1,0,0,0,1176
4384,인천,서구,0,1,0,0,0,3406
4385,경기,남양주시,0,1,0,0,0,3000
4386,인천,중구,0,1,0,0,0,3337
4387,서울,용산구,0,1,0,0,0,5690
4388,서울,강남구,0,1,0,0,0,3475
4389,강원,동해시,0,0,2,0,0,7959
4390,강원,동해시,0,0,2,0,0,21480
4391,강원,동해시,0,0,2,0,0,2758
4392,강원,양구군,0,0,2,0,0,8045
4393,강원,양구군,0,0,2,0,0,17699
4394,강원,양구군,0,0,2,0,0,1019
4395,강원,원주시,0,0,2,0,0,29708
4396,강원,원주시,0,0,2,0,0,51432
4397,강원,철원군,0,0,2,0,0,4738
4398,강원,춘천시,0,0,2,0,0,3068
4399,강원,춘천시,0,0,2,0,0,3237
4400,강원,춘천시,0,0,2,0,0,3203
4401,강원,춘천시,0,0,2,0,0,1412
4402,강원,홍천군,0,0,2,0,0,6015
4403,강원,홍천군,0,0,2,0,0,2569
4404,강원,화천군,0,0,2,0,0,10872
4405,경기,고양시,0,0,2,0,0,17609
4406,경기,광주시,0,0,2,0,0,48319
4407,경기,광주시,0,0,2,0,0,5618
4408,경기,광주시,0,0,2,0,0,21823
4409,경기,구리시,0,0,2,0,0,16400
4410,경기,군포시,0,0,2,0,0,14285
4411,경기,김포시,0,0,2,0,0,21398
4412,경기,김포시,0,0,2,0,0,17402
4413,경기,김포시,0,0,2,0,0,14146
4414,경기,김포시,0,0,2,0,0,10054
4415,경기,김포시,0,0,2,0,0,20033
4416,경기,남양주시,0,0,2,0,0,1545
4417,경기,남양주시,0,0,2,0,0,21766
4418,경기,남양주시,0,0,2,0,0,12179
4419,경기,부천시,0,0,2,0,0,8855
4420,경기,성남시,0,0,2,0,0,107015
4421,경기,안산시,0,0,2,0,0,7040
4422,경기,안산시,0,0,2,0,0,17796
4423,경기,안양시,0,0,2,0,0,22622
4424,경기,양주시,0,0,2,0,0,8797
4425,경기,양주시,0,0,2,0,0,6804
4426,경기,평택시,0,0,2,0,0,37992
4427,경기,평택시,0,0,2,0,0,22322
4428,경기,포천시,0,0,2,0,0,5343
4429,경기,포천시,0,0,2,0,0,12409
4430,경기,하남시,0,0,2,0,0,3136
4431,서울,강남구,0,0,2,0,0,14699
4432,서울,노원구,0,0,2,0,0,38605
4433,서울,마포구,0,0,2,0,0,24058
4434,서울,마포구,0,0,2,0,0,2043
4435,서울,서초구,0,0,2,0,0,2270
4436,서울,서초구,0,0,2,0,0,9558
4437,서울,성동구,0,0,2,0,0,19482
4438,서울,성동구,0,0,2,0,0,21928
4439,서울,성동구,0,0,2,0,0,13416
4440,서울,성동구,0,0,2,0,0,5253
4441,서울,양천구,0,0,2,0,0,17357
4442,서울,중구,0,0,2,0,0,9935
4443,인천,강화군,0,0,2,0,0,6397
4444,인천,강화군,0,0,2,0,0,3071
4445,인천,남동구,0,0,2,0,0,40161
4446,인천,부평구,0,0,2,0,0,22420
4447,인천,서구,0,0,2,0,0,13123
4448,인천,연수구,0,0,2,0,0,51957
4449,인천,연수구,0,0,2,0,0,17863
4450,인천,연수구,0,0,2,0,0,20084
4451,인천,중구,0,0,2,0,0,14532
4452,인천,중구,0,0,2,0,0,8918
4453,서울,마포구,0,0,2,0,0,19445
4454,강원,동해시,0,0,2,0,0,9319
4455,인천,중구,0,0,2,0,0,7795
4456,인천,미추홀구,0,2,0,0,0,2132
4457,경기,남양주시,0,0,2,0,0,29956
4458,경기,남양주시,0,0,2,0,0,17776
4459,인천,부평구,0,0,2,0,0,16053
4460,인천,미추홀구,0,0,2,0,0,31428
4461,경기,안성시,0,0,2,0,0,18124
4462,서울,은평구,0,0,2,0,0,22608
4463,인천,미추홀구,0,0,2,0,0,20255
4464,인천,서구,0,0,2,0,0,14887
4465,서울,강남구,0,0,2,0,0,22943
4466,서울,강남구,0,0,2,0,0,25633
4467,경기,남양주시,0,3,0,0,0,1449
4468,강원,평창군,0,0,4,0,0,34255
4469,경기,안산시,0,0,4,0,0,24113
4470,경기,안산시,0,0,4,0,0,41625
4471,경기,하남시,0,0,4,0,0,99914
4472,경기,화성시,0,0,4,0,0,49808
4473,경기,부천시,0,0,4,0,0,75820
4474,서울,마포구,0,0,6,0,0,3717
4475,서울,강남구,0,8,0,0,0,18207
4476,경기,이천시,0,8,0,0,0,9619
4477,광주,광산구,0,1,0,0,0,39732
4478,광주,광산구,0,1,0,0,0,2378
4479,광주,동구,0,1,0,0,0,3517
4480,광주,서구,0,1,0,0,0,3719
4481,광주,서구,0,1,0,0,0,419
4482,광주,서구,0,1,0,0,0,14494
4483,대전,대덕구,0,1,0,0,0,8431
4484,대전,대덕구,0,1,0,0,0,2466
4485,대전,대덕구,0,1,0,0,0,4550
4486,대전,서구,0,1,0,0,0,23884
4487,대전,서구,0,1,0,0,0,2599
4488,대전,서구,0,1,0,0,0,2513
4489,대전,서구,0,1,0,0,0,6900
4490,대전,서구,0,1,0,0,0,541
4491,대전,유성구,0,0,2,0,0,22992
4492,대전,중구,0,1,0,0,0,17153
4493,대전,중구,0,1,0,0,0,377
4494,세종,세종시,0,0,2,0,0,17572
4495,세종,세종시,0,1,0,0,0,8066
4496,전남,고흥군,0,1,0,0,0,6612
4497,전남,곡성군,0,0,2,0,0,8677
4498,전남,나주시,0,0,2,0,0,8986
4499,전남,나주시,0,1,0,0,0,2564
4500,전남,나주시,0,0,2,0,0,5975
4501,전남,나주시,0,1,0,0,0,13072
4502,전남,담양군,0,1,0,0,0,2998
4503,전남,목포시,0,1,0,0,0,11575
4504,전남,목포시,0,1,0,0,0,6024
4505,전남,목포시,0,1,0,0,0,16516
4506,전남,목포시,0,1,0,0,0,62
4507,전남,보성군,0,0,2,0,0,1027
4508,전남,보성군,0,0,2,0,0,1945
4509,전남,보성군,0,1,0,0,0,3429
4510,전남,순천시,0,1,0,0,0,1697
4511,전남,순천시,0,1,0,0,0,8419
4512,전남,순천시,0,1,0,0,0,42
4513,전남,순천시,0,1,0,0,0,3084
4514,전남,신안군,0,1,0,0,0,207
4515,전남,신안군,0,1,0,0,0,2035
4516,전남,신안군,0,1,0,0,0,8832
4517,대전,서구,0,0,2,0,0,34482
4518,전남,여수시,0,1,0,0,0,19482
4519,전남,해남군,0,1,0,0,0,1847
4520,전남,여수시,0,1,0,0,0,1721
4521,전남,여수시,0,1,0,0,0,301
4522,전남,영광군,0,1,0,0,0,7994
4523,전남,완도군,0,1,0,0,0,408
4524,전남,진도군,0,1,0,0,0,1655
4525,전남,함평군,0,1,0,0,0,1178
4526,전남,함평군,0,1,0,0,0,936
4527,전남,해남군,0,1,0,0,0,6236
4528,전남,해남군,0,1,0,0,0,730
4529,전남,해남군,0,1,0,0,0,385
4530,전남,해남군,0,1,0,0,0,1529
4531,전남,해남군,0,1,0,0,0,9825
4532,전남,화순군,0,1,0,0,0,914
4533,전북,남원시,0,1,0,0,0,4306
4534,전북,완주군,0,1,0,0,0,19990
4535,전북,완주군,0,1,0,0,0,1945
4536,전북,익산시,0,1,0,0,0,2891
4537,전북,임실군,0,1,0,0,0,2168
4538,전북,전주시,0,1,0,0,0,6145
4539,전북,전주시,0,1,0,0,0,5778
4540,전북,전주시,0,1,0,0,0,3887
4541,전북,전주시,0,1,0,0,0,1471
4542,전북,진안군,0,1,0,0,0,959
4543,전북,진안군,0,1,0,0,0,353
4544,전북,진안군,0,1,0,0,0,461
4545,제주,서귀포시,0,1,0,0,0,1443
4546,제주,서귀포시,0,1,0,0,0,1978
4547,제주,서귀포시,0,1,0,0,0,3614
4548,제주,서귀포시,0,1,0,0,0,2549
4549,제주,서귀포시,0,1,0,0,0,1479
4550,제주,제주시,0,0,2,0,0,28568
4551,제주,제주시,0,1,0,0,0,1887
4552,전남,나주시,0,0,2,0,0,6989
4553,전남,나주시,0,1,0,0,0,3587
4554,전남,목포시,0,1,0,0,0,10304
4555,전북,장수군,0,1,0,0,0,818
4556,전남,완도군,0,1,0,0,0,2940
4557,전남,나주시,0,1,0,0,0,3749
4558,세종,세종시,0,1,0,0,0,1409
4559,세종,세종시,0,1,0,0,0,  
4560,전북,군산시,0,1,0,0,0,3547
4561,전북,군산시,0,0,2,0,0,19049
4562,전남,순천시,0,1,0,0,0,820
4563,전남,장흥군,0,1,0,0,0,2140
4564,전남,목포시,0,1,0,0,0,3052
4565,전남,무안군,0,1,0,0,0,197
4566,전남,해남군,0,1,0,0,0,1527
4567,전남,해남군,0,1,0,0,0,61
4568,전남,해남군,0,1,0,0,0,105
4569,전남,무안군,0,1,0,0,0,530
4570,광주,남구,0,0,2,0,0,14775
4571,광주,남구,0,0,2,0,0,8066
4572,광주,북구,0,0,2,0,0,21775
4573,광주,서구,0,0,2,0,0,17685
4574,전남,여수시,0,0,2,0,0,16393
4575,대전,동구,0,0,2,0,0,24992
4576,대전,동구,0,0,2,0,0,8074
4577,대전,서구,0,0,2,0,0,8044
4578,세종,세종시,0,0,2,0,0,11652
4579,대전,유성구,0,0,2,0,0,46086
4580,대전,중구,0,0,2,0,0,16959
4581,대전,중구,0,0,2,0,0,23159
4582,대전,서구,0,0,2,0,0,56745
4583,세종,세종시,0,0,2,0,0,39015
4584,전남,나주시,0,0,2,0,0,9290
4585,전남,나주시,0,0,2,0,0,6218
4586,전남,담양군,0,0,2,0,0,6370
4587,전남,신안군,0,0,2,0,0,1958
4588,전북,전주시,0,0,2,0,0,15887
4589,전남,영광군,0,0,2,0,0,1657
4590,전남,완도군,0,0,2,0,0,6103
4591,전남,장흥군,0,0,2,0,0,5105
4592,전남,함평군,0,0,2,0,0,2558
4593,전남,구례군,0,0,2,0,0,2672
4594,전북,김제시,0,0,2,0,0,17174
4595,전북,남원시,0,0,2,0,0,20646
4596,전북,남원시,0,0,2,0,0,7730
4597,전북,순창군,0,0,2,0,0,707
4598,전남,순천시,0,0,2,0,0,1667
4599,전북,익산시,0,0,2,0,0,32457
4600,전북,장수군,0,0,2,0,0,236
4601,전북,전주시,0,0,2,0,0,34780
4602,전북,전주시,0,0,2,0,0,36903
4603,전북,전주시,0,0,2,0,0,8456
4604,전북,전주시,0,0,2,0,0,12140
4605,전북,전주시,0,0,2,0,0,28926
4606,전북,진안군,0,0,2,0,0,923
4607,제주,서귀포시,0,0,2,0,0,6200
4608,제주,서귀포시,0,0,2,0,0,10986
4609,제주,서귀포시,0,0,2,0,0,23111
4610,제주,제주시,0,0,2,0,0,1038
4611,제주,제주시,0,0,2,0,0,12943
4612,제주,제주시,0,0,2,0,0,35955
4613,제주,제주시,0,0,2,0,0,26818
4614,제주,제주시,0,0,2,0,0,33014
4615,제주,제주시,0,0,2,0,0,6977
4616,제주,제주시,0,0,2,0,0,5941
4617,제주,제주시,0,0,2,0,0,35651
4618,제주,제주시,0,0,2,0,0,7210
4619,제주,제주시,0,2,0,0,0,2729
4620,제주,제주시,0,0,2,0,0,28644
4621,광주,남구,0,0,2,0,0,60314
4622,전북,전주시,0,0,2,0,0,20213
4623,대전,서구,0,0,2,0,0,12337
4624,전북,남원시,0,0,2,0,0,1611
4625,전남,나주시,0,0,2,0,0,6101
4626,전남,나주시,0,0,2,0,0,6989
4627,전남,나주시,0,0,2,0,0,3894
